,nome,email,telefone,cpf,cpf_validado,cnpj,cnpj_validado,cep,data,valor,url
234,"[['Vinícius Carvalhüo'], 'Vinícius Carvalhüo']","[['ysxwt@mail..com'], 'ysxwt@mail..com']","[['(81) 99688-5934'], '(81) 99688-5934']","[[], None]",False,"[['22.222.222/2222-22'], '22.222.222/2222-22']",False,"[['88390-397'], '88390-397']","[[], None]","[[], None]","[['http://sitùe.org/xbp'], 'http://sitùe.org/xbp']"
235,"[['B  eatriz Souza'], 'B  eatriz Souza']","[[], None]","[[], None]","[['256.732.234-55'], '256.732.234-55']",True,"[['93.916.601/9109-32'], '93.916.601/9109-32']",True,"[[], None]","[[('22', '09', '2021')], '22/09/2021']","[['R$ 4.917,20'], 'R$ 4.917,20']","[[], None]"
236,"[['M  arina Almeida'], 'M  arina Almeida']","[[], None]","[[], None]","[['000.000.000-00'], '000.000.000-00']",False,"[[], None]",False,"[['90041-589'], '90041-589']","[[], None]","[['345.92'], '345.92']","[['http://site.org/ago6uu/bkv/m7agbe'], 'http://site.org/ago6uu/bkv/m7agbe']"
237,"[['Raf'], 'Raf']","[['yj2q8ayzge@gmail.com'], 'yj2q8ayzge@gmail.com']","[[], None]","[['262.030.695-74'], '262.030.695-74']",True,"[[], None]",False,"[[], None]","[[('16', '04', '2015')], '16/04/2015']","[['R$1000.33'], 'R$1000.33']","[['http://data.ufc.br/gbygz9d/wbwkf/jddn'], 'http://data.ufc.br/gbygz9d/wbwkf/jddn']"
238,"[['NatanBarbosa'], 'NatanBarbosa']","[['+wmcgz@outlook.com'], '+wmcgz@outlook.com']","[[], None]","[[], None]",False,"[['26.297.611/6628-65'], '26.297.611/6628-65']",True,"[[], None]","[[], None]","[['4.55'], '4.55']","[['http://data.ufc.br/infuj/lmvjv'], 'http://data.ufc.br/infuj/lmvjv']"
239,"[['S  érgio Barboa'], 'S  érgio Barboa']","[['nvx642swi0n@outlook.ceom'], 'nvx642swi0n@outlook.ceom']","[[], None]","[[], None]",False,"[['35.117.882/8050-34'], '35.117.882/8050-34']",False,"[[], None]","[[('25', '05', '2014')], '25/05/2014']","[['R$267.69'], 'R$267.69']","[['https://empresa.com.br/id4/eny9'], 'https://empresa.com.br/id4/eny9']"
240,"[['C  arllos Azevedo'], 'C  arllos Azevedo']","[[], None]","[[], None]","[['279.437.638-15'], '279.437.638-15']",True,"[['90.331.222/3954-27'], '90.331.222/3954-27']",True,"[[], None]","[[('5', '11', '2015')], '5/11/2015']","[['R$ 97,83'], 'R$ 97,83']","[['http://site.org/yik9jh/8ihn/08k49q2'], 'http://site.org/yik9jh/8ihn/08k49q2']"
241,"[['G  abrieèl Lima'], 'G  abrieèl Lima']","[['zv.5l5z3@dominio.org'], 'zv.5l5z3@dominio.org']","[[], None]","[[], None]",False,"[['17.491.953/8088-92'], '17.491.953/8088-92']",True,"[[], None]","[[], None]","[['4,67'], '4,67']","[['http://data.ufc.br/m0q5/keqafa7'], 'http://data.ufc.br/m0q5/keqafa7']"
242,"[['Sérgio Martins'], 'Sérgio Martins']","[[], None]","[[], None]","[['943.364.470-04'], '943.364.470-04']",True,"[['77.777.777/7777-77'], '77.777.777/7777-77']",False,"[[], None]","[[], None]","[[], None]","[[], None]"
243,"[['G  ariel Moura'], 'G  ariel Moura']","[['5m.-4qh@mail.com'], '5m.-4qh@mail.com']","[[], None]","[['094.101.027-90'], '094.101.027-90']",True,"[['81.951.648/4977-32'], '81.951.648/4977-32']",True,"[[], None]","[[('06', '06', '2015')], '06/06/2015']","[[], None]","[['https://contato.me/0cl3/z74/14d4f'], 'https://contato.me/0cl3/z74/14d4f']"
244,"[['I  gor  Pereira'], 'I  gor  Pereira']","[['157u-6@outlook.corm'], '157u-6@outlook.corm']","[['(31) 90299-9663'], '(31) 90299-9663']","[['440.889.593-88'], '440.889.593-88']",True,"[['07.566.052/6990-32'], '07.566.052/6990-32']",False,"[['09235654'], '09235654']","[[('25', '04', '2001')], '25/04/2001']","[[], None]","[[], None]"
245,"[['Olívia Azeövedo'], 'Olívia Azeövedo']","[[], None]","[[], None]","[['150.892.446-50'], '150.892.446-50']",True,"[['07.695.559/3558-81'], '07.695.559/3558-81']",False,"[[], None]","[[], None]","[[], None]","[['http://ddata.ufc.br/44cb/dsvxs9/03qg1'], 'http://ddata.ufc.br/44cb/dsvxs9/03qg1']"
246,"[['Letícia Barbosa'], 'Letícia Barbosa']","[['oz9yc-pe@gmail.com'], 'oz9yc-pe@gmail.com']","[['(11) 93339-6379'], '(11) 93339-6379']","[[], None]",False,"[['83.911.153/2026-83'], '83.911.153/2026-83']",True,"[[], None]","[[('25', '10', '2002')], '25/10/2002']","[['R$595.98'], 'R$595.98']","[['http://data.ufc.br/ts27g02'], 'http://data.ufc.br/ts27g02']"
247,"[['Eduardo Rodrigues'], 'Eduardo Rodrigues']","[['iry95i@emrresa.comm.br'], 'iry95i@emrresa.comm.br']","[[], None]","[['373.378.406-59'], '373.378.406-59']",True,"[[], None]",False,"[['12676-449'], '12676-449']","[[('21', '01', '2010')], '21/01/2010']","[['R$ 3.33'], 'R$ 3.33']","[[], None]"
248,"[['abriel Ribeiro'], 'abriel Ribeiro']","[['cta44xho@example.com'], 'cta44xho@example.com']","[['(51) 91266-6560'], '(51) 91266-6560']","[['092.216.897-00'], '092.216.897-00']",True,"[[], None]",False,"[['33616-558'], '33616-558']","[[], None]","[['463.11'], '463.11']","[['http://data.ufcc.br/03id/z4dj'], 'http://data.ufcc.br/03id/z4dj']"
249,"[['João Slva'], 'João Slva']","[['ut86cu@xample.com'], 'ut86cu@xample.com']","[[], None]","[['444.444.444-44'], '444.444.444-44']",False,"[['33.633.057/5437-17'], '33.633.057/5437-17']",True,"[['21704701'], '21704701']","[[('11', '08', '2007')], '11/08/2007']","[[], None]","[['https://empresa.com.br/44f28'], 'https://empresa.com.br/44f28']"
250,"[['Fernanda Almeida'], 'Fernanda Almeida']","[[], None]","[['(81) 99682-1156'], '(81) 99682-1156']","[['490.811.700-32'], '490.811.700-32']",False,"[['28.058.777/7014-26'], '28.058.777/7014-26']",True,"[['64607735'], '64607735']","[[('02', '04', '2025')], '02/04/2025']","[['R$1858.47'], 'R$1858.47']","[['https://empresa.com.br/cwhn'], 'https://empresa.com.br/cwhn']"
251,"[['Viníciuss Rdrigues'], 'Viníciuss Rdrigues']","[[], None]","[['(92) 94517-3922'], '(92) 94517-3922']","[['682.875.335-62'], '682.875.335-62']",True,"[['02.948.747/8112-82'], '02.948.747/8112-82']",False,"[[], None]","[[], None]","[['  856.60'], '  856.60']","[['http://site.org/uu4/4f3tne'], 'http://site.org/uu4/4f3tne']"
252,"[['Sérgio Martins'], 'Sérgio Martins']","[['--whhn_px2un@ufc.br'], '--whhn_px2un@ufc.br']","[[], None]","[[], None]",False,"[['16.426.245/5462-66'], '16.426.245/5462-66']",True,"[[], None]","[[('13', '10', '2002')], '13/10/2002']","[['4183.26'], '4183.26']","[['https://contato.me/4dd0d/7ed2'], 'https://contato.me/4dd0d/7ed2']"
253,"[['CCarlos Pereira'], 'CCarlos Pereira']","[['z._m_hskk0u@empresa.com.br'], 'z._m_hskk0u@empresa.com.br']","[[], None]","[['222.222.222-22'], '222.222.222-22']",False,"[['00.000.010/0000-00'], '00.000.010/0000-00']",False,"[[], None]","[[('3', '08', '2005')], '3/08/2005']","[['2527.07'], '2527.07']","[['https://exemplo.com/g0trh/mjh9b'], 'https://exemplo.com/g0trh/mjh9b']"
254,"[['Igor Oliïveira'], 'Igor Oliïveira']","[['e18_n_l51@outlook.com'], 'e18_n_l51@outlook.com']","[['(92) 5731-8995'], '(92) 5731-8995']","[['398.523.818-90'], '398.523.818-90']",True,"[['93.632.786/8070-01'], '93.632.786/8070-01']",True,"[[], None]","[[('6', '01', '2014')], '6/01/2014']","[[], None]","[['https://empressa.com.br/a4a54'], 'https://empressa.com.br/a4a54']"
255,"[['G  briel Lima'], 'G  briel Lima']","[['n8hi7f2@example.com'], 'n8hi7f2@example.com']","[['(85) 9236-5940'], '(85) 9236-5940']","[['899.354.752-12'], '899.354.752-12']",True,"[['75.963.731/1493-31'], '75.963.731/1493-31']",False,"[[], None]","[[('27', '02', '2004')], '27/02/2004']","[[' 1.77'], ' 1.77']","[['https://exemplo..com/6jt'], 'https://exemplo..com/6jt']"
256,"[['TTalita Gomes'], 'TTalita Gomes']","[['5142xen643e@outloook.com'], '5142xen643e@outloook.com']","[[], None]","[['893.972.048-73'], '893.972.048-73']",False,"[['94.558.681/7341-12'], '94.558.681/7341-12']",True,"[['85939-185'], '85939-185']","[[('16', '04', '2006')], '16/04/2006']","[['670.32'], '670.32']","[['https://empresa.co.br/mpl2fuq/0o7'], 'https://empresa.co.br/mpl2fuq/0o7']"
257,"[['O  lívvia Costa'], 'O  lívvia Costa']","[['1ist5dq@ufc.br'], '1ist5dq@ufc.br']","[['(92) 0732-4668'], '(92) 0732-4668']","[['711.018.770-57'], '711.018.770-57']",True,"[[], None]",False,"[['97490304'], '97490304']","[[('14', '07', '2004')], '14/07/2004']","[['30027.99'], '30027.99']","[[], None]"
258,"[['Olívia Barbosa'], 'Olívia Barbosa']","[['xm9qiu1h@example.com'], 'xm9qiu1h@example.com']","[['(81) 5826-8295'], '(81) 5826-8295']","[['159.994.426-05'], '159.994.426-05']",True,"[[], None]",False,"[[], None]","[[], None]","[['2,700.10'], '2,700.10']","[[], None]"
259,"[['Daniel Carvvalho'], 'Daniel Carvvalho']","[[], None]","[['(95) 9578-1273'], '(95) 9578-1273']","[['943.988.442-87'], '943.988.442-87']",True,"[['23.617.949/6454-25'], '23.617.949/6454-25']",True,"[['74271832'], '74271832']","[[('21', '07', '2012')], '21/07/2012']","[['R$ 022.35'], 'R$ 022.35']","[['http://data.ufc.br/ni4yg3'], 'http://data.ufc.br/ni4yg3']"
260,"[['I  gor Azeveôdo'], 'I  gor Azeveôdo']","[['vn5exw4phbw@empresa.com.br'], 'vn5exw4phbw@empresa.com.br']","[[], None]","[['318.730.950-79'], '318.730.950-79']",False,"[['33.333.333/3333-33'], '33.333.333/3333-33']",False,"[[], None]","[[], None]","[['1552.09'], '1552.09']","[['http://site.org/h7rw'], 'http://site.org/h7rw']"
261,"[['P  aulo Oliveira'], 'P  aulo Oliveira']","[['g8hsicto9r@outlook.com'], 'g8hsicto9r@outlook.com']","[['(95) 9585-7491'], '(95) 9585-7491']","[['046.217.643-65'], '046.217.643-65']",True,"[[], None]",False,"[['06672-641'], '06672-641']","[[('2', '12', '2025')], '2/12/2025']","[['R$499.83'], 'R$499.83']","[['https://empresaa.com.r/34de/rnh1'], 'https://empresaa.com.r/34de/rnh1']"
262,"[['Eduaro wwRodrigues'], 'Eduaro wwRodrigues']","[['8r-+22b5c1c@example.com'], '8r-+22b5c1c@example.com']","[[], None]","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[['http://data.ufc.br/g664l'], 'http://data.ufc.br/g664l']"
263,"[['Yasmin Martins'], 'Yasmin Martins']","[['9865j3x@mail.com'], '9865j3x@mail.com']","[[], None]","[[], None]",False,"[['73.864.006/7246-63'], '73.864.006/7246-63']",False,"[['33011-184'], '33011-184']","[[('5', '04', '2011')], '5/04/2011']","[['117.67'], '117.67']","[['https://contato.me/5uxiswj/zgverm0'], 'https://contato.me/5uxiswj/zgverm0']"
264,"[['Eduardo Cargvalho'], 'Eduardo Cargvalho']","[['e+d-uia83kg@empresa.com.br'], 'e+d-uia83kg@empresa.com.br']","[['(41) 93930-0824'], '(41) 93930-0824']","[['519.045.624-46'], '519.045.624-46']",False,"[[], None]",False,"[[], None]","[[], None]","[['2,567.18'], '2,567.18']","[['https://emresa.com.br/kdjs7'], 'https://emresa.com.br/kdjs7']"
265,"[['Helena Carvalh'], 'Helena Carvalh']","[['k4-8@ufc.br'], 'k4-8@ufc.br']","[[], None]","[['582.477.339-43'], '582.477.339-43']",True,"[['03.719.127/5939-55'], '03.719.127/5939-55']",False,"[[], None]","[[('24', '12', '2011')], '24/12/2011']","[['R$ 2098.99'], 'R$ 2098.99']","[[], None]"
266,"[['Letícia Barbosa'], 'Letícia Barbosa']","[[], None]","[[], None]","[['656.003.375-90'], '656.003.375-90']",True,"[[], None]",False,"[[], None]","[[], None]","[['2793.21'], '2793.21']","[['https://contao.meó/9jhb'], 'https://contao.meó/9jhb']"
267,"[['T  alita Moyura'], 'T  alita Moyura']","[['p@mail.com'], 'p@mail.com']","[['4940-0395'], '4940-0395']","[['666.105.149-33'], '666.105.149-33']",True,"[['80.686.288/8688-72'], '80.686.288/8688-72']",False,"[['69556-134'], '69556-134']","[[('26', '03', '2024')], '26/03/2024']","[[], None]","[[], None]"
268,"[['J  oãoo Moúura'], 'J  oãoo Moúura']","[['qn664hxeu@mail.com'], 'qn664hxeu@mail.com']","[[], None]","[[], None]",False,"[['82.040.093/8083-28'], '82.040.093/8083-28']",True,"[['93241-832'], '93241-832']","[[], None]","[['  21113.99'], '  21113.99']","[[], None]"
269,"[['Paulo Almeida'], 'Paulo Almeida']","[['cpv6ouuaf5@empresa.com.b'], 'cpv6ouuaf5@empresa.com.b']","[[], None]","[['797.328.290-44'], '797.328.290-44']",True,"[[], None]",False,"[[], None]","[[('5', '08', '2017')], '5/08/2017']","[['2,284.83'], '2,284.83']","[['https://contato.me/169zmfk/d2btt'], 'https://contato.me/169zmfk/d2btt']"
270,"[['S  érgi Gomes'], 'S  érgi Gomes']","[['+mnv4b@empreesa.com.br'], '+mnv4b@empreesa.com.br']","[[], None]","[[], None]",False,"[['46.484.427/3983-95'], '46.484.427/3983-95']",True,"[['62773533'], '62773533']","[[('06', '07', '2017')], '06/07/2017']","[['R$ 1.30'], 'R$ 1.30']","[['https://empresa.com.br/1mprdh'], 'https://empresa.com.br/1mprdh']"
271,"[['Vincius Barbosa'], 'Vincius Barbosa']","[[], None]","[[], None]","[['183.479.230-43'], '183.479.230-43']",True,"[['82.453.108/1246-85'], '82.453.108/1246-85']",True,"[[], None]","[[('15', '07', '2018')], '15/07/2018']","[['  576.54'], '  576.54']","[['https://exemplo.com/gje75cy/a1er2'], 'https://exemplo.com/gje75cy/a1er2']"
272,"[['Lettícia Carvalho'], 'Lettícia Carvalho']","[['n5+6kr_obvu5@dominio.org'], 'n5+6kr_obvu5@dominio.org']","[[], None]","[['983.676.074-14'], '983.676.074-14']",True,"[['33.333.333/3333-33'], '33.333.333/3333-33']",False,"[['60285-869'], '60285-869']","[[('04', '09', '2400')], '04/09/2400']","[['3545.95'], '3545.95']","[['https://empresa.com.br/t3zb5'], 'https://empresa.com.br/t3zb5']"
273,"[['YasminCosstaé'], 'YasminCosstaé']","[['ukn-5q_.-d@empresa.com.br'], 'ukn-5q_.-d@empresa.com.br']","[[], None]","[['888.888.888-88'], '888.888.888-88']",False,"[['88.888.888/8888-88'], '88.888.888/8888-88']",False,"[[], None]","[[('02', '10', '2012')], '02/10/2012']","[['827.69'], '827.69']","[['http://site.orgkbrd6w'], 'http://site.orgkbrd6w']"
274,"[['Y  asmin Lima'], 'Y  asmin Lima']","[[], None]","[[], None]","[[], None]",False,"[['23.331.351/4855-08'], '23.331.351/4855-08']",True,"[['74151-448'], '74151-448']","[[], None]","[[], None]","[['http://data.ufc.br/33pd/sd11u'], 'http://data.ufc.br/33pd/sd11u']"
275,"[['Rafaela Rodrigues'], 'Rafaela Rodrigues']","[['hty2c@gmail.com'], 'hty2c@gmail.com']","[[], None]","[['367.250.280-47'], '367.250.280-47']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$101.81'], 'R$101.81']","[['https://exemplo.com/wd1/76eww3'], 'https://exemplo.com/wd1/76eww3']"
276,"[['Daniel Oiveira'], 'Daniel Oiveira']","[['_ah5ynga+f.6@outlook.com'], '_ah5ynga+f.6@outlook.com']","[[], None]","[['708.553.606-31'], '708.553.606-31']",True,"[['33.333.333/3333-33'], '33.333.333/3333-33']",False,"[[], None]","[[], None]","[['R$1914.62'], 'R$1914.62']","[['https://empresa.com.br/tynuo'], 'https://empresa.com.br/tynuo']"
277,"[['Letícia Oliveira'], 'Letícia Oliveira']","[['02g_vdpdxz6@dominio.org'], '02g_vdpdxz6@dominio.org']","[[], None]","[['712.652.494-31'], '712.652.494-31']",True,"[['85.298.388/2015-14'], '85.298.388/2015-14']",True,"[['57652882'], '57652882']","[[('7', '05', '2017')], '7/05/2017']","[['R$9114.79'], 'R$9114.79']","[['http://data.ufc.br/rbit9/smqu3/0zep88'], 'http://data.ufc.br/rbit9/smqu3/0zep88']"
278,"[['Paulo Carvalho'], 'Paulo Carvalho']","[[], None]","[[], None]","[[], None]",False,"[[], None]",False,"[['54700-095'], '54700-095']","[[], None]","[['27795.81'], '27795.81']","[['https://conato.me/3acbe'], 'https://conato.me/3acbe']"
279,"[['Eãdurdo Pereira'], 'Eãdurdo Pereira']","[['03y1cyk7.uem@outlook.com'], '03y1cyk7.uem@outlook.com']","[['(81) 2663-8207'], '(81) 2663-8207']","[[], None]",False,"[['30.818.363/2939-54'], '30.818.363/2939-54']",True,"[['54818513'], '54818513']","[[], None]","[['R$317.08'], 'R$317.08']","[['https://contato.me/v22/25ei99'], 'https://contato.me/v22/25ei99']"
280,"[['Letícia Gomes'], 'Letícia Gomes']","[[], None]","[[], None]","[['999.999.999-99'], '999.999.999-99']",False,"[['02.758.603/4563-13'], '02.758.603/4563-13']",True,"[[], None]","[[], None]","[['3076.22'], '3076.22']","[[], None]"
281,"[['Gabiel Lima'], 'Gabiel Lima']","[['14mut-a@mail.com'], '14mut-a@mail.com']","[['(99) 97608-8230'], '(99) 97608-8230']","[[], None]",False,"[['13.250.862/8685-48'], '13.250.862/8685-48']",True,"[[], None]","[[('9', '07', '2009')], '9/07/2009']","[['R$ 1.070,68'], 'R$ 1.070,68']","[[], None]"
282,"[['Ana Carvalho'], 'Ana Carvalho']","[[], None]","[['(41) 9354-4071'], '(41) 9354-4071']","[['788.457.321-00'], '788.457.321-00']",True,"[[], None]",False,"[[], None]","[[('04', '07', '2015')], '04/07/2015']","[[], None]","[[], None]"
283,"[['G  abiel Rodrigues'], 'G  abiel Rodrigues']","[['j9w7bbmob7@dominio.or'], 'j9w7bbmob7@dominio.or']","[['(11) 97444-7939'], '(11) 97444-7939']","[['148.632.908-02'], '148.632.908-02']",True,"[[], None]",False,"[[], None]","[[], None]","[[], None]","[['http://data.uffc.br/7zv5n/sryzya/ãiozyds'], 'http://data.uffc.br/7zv5n/sryzya/ãiozyds']"
284,"[['Igor Azevedo'], 'Igor Azevedo']","[['3cr_-c.038e+@mail.com'], '3cr_-c.038e+@mail.com']","[['(81) 96891-0804'], '(81) 96891-0804']","[[], None]",False,"[['44.444.444/4444-44'], '44.444.444/4444-44']",False,"[['56943007'], '56943007']","[[], None]","[['3978.43'], '3978.43']","[['https://empresa.com.br/33e1gyu/3lo0pte/cq8'], 'https://empresa.com.br/33e1gyu/3lo0pte/cq8']"
285,"[['I  gúor Souza'], 'I  gúor Souza']","[['0cj3phd1tc2@outlook.com'], '0cj3phd1tc2@outlook.com']","[['(92) 7366-5475'], '(92) 7366-5475']","[['729.682.288-03'], '729.682.288-03']",True,"[['42.734.497/9925-56'], '42.734.497/9925-56']",True,"[['78371053'], '78371053']","[[], None]","[[], None]","[[], None]"
286,"[['DanielRibeiro'], 'DanielRibeiro']","[['clzepq-4o@example.com'], 'clzepq-4o@example.com']","[[], None]","[['206.676.654-20'], '206.676.654-20']",True,"[['24.216.943/5328-09'], '24.216.943/5328-09']",True,"[['32136-788'], '32136-788']","[[('12', '09', '2016')], '12/09/2016']","[['R$ 3.66'], 'R$ 3.66']","[[], None]"
287,"[['Eduardo Barosa'], 'Eduardo Barosa']","[[], None]","[[], None]","[[], None]",False,"[['12.681.793/0080-34'], '12.681.793/0080-34']",True,"[['33405-081'], '33405-081']","[[], None]","[[], None]","[['http://site.org/71clg'], 'http://site.org/71clg']"
288,"[['D  anielAlmeida'], 'D  anielAlmeida']","[[], None]","[[], None]","[['223.072.487-81'], '223.072.487-81']",True,"[['11.111.111/1111-11'], '11.111.111/1111-11']",False,"[[], None]","[[('11', '07', '2012')], '11/07/2012']","[[], None]","[[], None]"
289,"[['B  eatriz Aózevvedo'], 'B  eatriz Aózevvedo']","[[], None]","[['(95) 99533-4225'], '(95) 99533-4225']","[['888.888.888-88'], '888.888.888-88']",False,"[['88.888.888/8888-88'], '88.888.888/8888-88']",False,"[['93922425'], '93922425']","[[('5', '03', '2020')], '5/03/2020']","[['2699.66'], '2699.66']","[['http://site.o_rg/x2vdk/77w'], 'http://site.o_rg/x2vdk/77w']"
290,"[['Helena Carvalho'], 'Helena Carvalho']","[['f-r3n@dominio.org'], 'f-r3n@dominio.org']","[['(21) 90142-8669'], '(21) 90142-8669']","[['626.389.654-05'], '626.389.654-05']",True,"[[], None]",False,"[[], None]","[[('01', '2', '2001')], '01/2/2001']","[['  50.62'], '  50.62']","[['http://data.ufc.br/a6a/qw66'], 'http://data.ufc.br/a6a/qw66']"
291,"[['YYasmin Souza'], 'YYasmin Souza']","[['z0+5r4jf@dominio.o'], 'z0+5r4jf@dominio.o']","[[], None]","[['436.683.032-15'], '436.683.032-15']",False,"[[], None]",False,"[[], None]","[[('6', '03', '2009')], '6/03/2009']","[[], None]","[[], None]"
292,"[['Eduardo Rodrigues'], 'Eduardo Rodrigues']","[['niz6.m@dominio.org'], 'niz6.m@dominio.org']","[[], None]","[['602.136.884-33'], '602.136.884-33']",True,"[['12.918.425/1956-65'], '12.918.425/1956-65']",True,"[['28587-063'], '28587-063']","[[], None]","[[], None]","[[], None]"
293,"[['Natan Pereira'], 'Natan Pereira']","[['yvpoot22r@gmail.com'], 'yvpoot22r@gmail.com']","[['(31) 94050-4726'], '(31) 94050-4726']","[['337.922.628-94'], '337.922.628-94']",True,"[['50.237.438/7345-50'], '50.237.438/7345-50']",True,"[[], None]","[[], None]","[['2637.57'], '2637.57']","[['http://data.ufc.br/8uh/9f2tk5oy'], 'http://data.ufc.br/8uh/9f2tk5oy']"
294,"[['Vinícius Pereira'], 'Vinícius Pereira']","[[], None]","[[], None]","[[], None]",False,"[['80.962.821/9608-93'], '80.962.821/9608-93']",True,"[[], None]","[[('05', '04', '2017')], '05/04/2017']","[['R$880.85'], 'R$880.85']","[['http://site.org/56uvads/xc2iz'], 'http://site.org/56uvads/xc2iz']"
295,"[['O  lívia Gomes'], 'O  lívia Gomes']","[[], None]","[['(71) 99085-8306'], '(71) 99085-8306']","[[], None]",False,"[['77.777.777/7777-77'], '77.777.777/7777-77']",False,"[[], None]","[[], None]","[['  640.28'], '  640.28']","[['http://site.org/44xww2'], 'http://site.org/44xww2']"
296,"[['Yasmin  Carvalho'], 'Yasmin  Carvalho']","[['t-pv1w6c@gmail.com'], 't-pv1w6c@gmail.com']","[[], None]","[['383.647.224-55'], '383.647.224-55']",False,"[[], None]",False,"[[], None]","[[], None]","[['1874.25'], '1874.25']","[['https://exemplo.com/d62ne5'], 'https://exemplo.com/d62ne5']"
297,"[['Eduardo Rodrigues'], 'Eduardo Rodrigues']","[['+sxqf.ho39c@mail.com'], '+sxqf.ho39c@mail.com']","[['(98) 2611-3534'], '(98) 2611-3534']","[['762.093.837-00'], '762.093.837-00']",True,"[['52.427.607/4146-35'], '52.427.607/4146-35']",True,"[['55561832'], '55561832']","[[('02', '11', '2006')], '02/11/2006']","[['R$ 3311.22'], 'R$ 3311.22']","[['https://contato.me/hxwea/wrixj4v/xz8'], 'https://contato.me/hxwea/wrixj4v/xz8']"
298,"[['L  etíci Pereira'], 'L  etíci Pereira']","[['6nlcmezhng@dominio.or'], '6nlcmezhng@dominio.or']","[['(21) 94802-3628'], '(21) 94802-3628']","[['053.403.883-28'], '053.403.883-28']",True,"[['11.111.111/1111-11'], '11.111.111/1111-11']",False,"[[], None]","[[('3', '10', '2010')], '3  /10/2010']","[[], None]","[['https://contato.me/5pqfu'], 'https://contato.me/5pqfu']"
